phrase_id,raag,phrase,clip_id,video,t0,t1,cost,pitch_cost,orn_frac,gap_frac
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk2.mp3,Swxz9gzIdtY,9.69,10.22,1.27,0.937,0.333,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk0.mp3,StR7c5yTZkw,19.15,20.62,1.314,1.314,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk1.mp3,bRuEg0dmbgI,9.14,9.53,1.361,0.061,0.1,0.2
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk0.mp3,StR7c5yTZkw,23.73,24.18,1.528,1.528,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk3.mp3,bRuEg0dmbgI,2.04,2.68,1.575,1.367,0.208,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk3.mp3,Swxz9gzIdtY,6.4,6.74,1.592,1.487,0.0,0.105
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk0.mp3,bRuEg0dmbgI,9.78,10.12,1.699,1.383,0.158,0.158
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk3.mp3,Swxz9gzIdtY,8.39,9.51,1.777,0.619,0.159,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk2.mp3,bRuEg0dmbgI,8.32,8.62,1.833,1.833,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk4.mp3,Swxz9gzIdtY,13.23,13.55,1.848,0.737,0.056,0.056
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk2.mp3,Swxz9gzIdtY,9.35,9.69,1.987,1.987,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk0.mp3,LZ8BJfU-7t8,9.69,10.1,2.007,2.007,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk3.mp3,bRuEg0dmbgI,7.06,7.43,2.027,1.817,0.158,0.053
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk4.mp3,bRuEg0dmbgI,7.59,7.89,2.217,2.217,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk1.mp3,StR7c5yTZkw,8.57,9.23,2.328,0.95,0.378,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk0.mp3,StR7c5yTZkw,3.48,4.05,2.428,2.428,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk4.mp3,Swxz9gzIdtY,8.91,9.23,2.435,2.269,0.0,0.167
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk4.mp3,bRuEg0dmbgI,11.16,12.07,2.517,2.517,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk2.mp3,Swxz9gzIdtY,2.28,2.56,2.594,2.531,0.0,0.062
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk0.mp3,Swxz9gzIdtY,4.3,4.89,2.737,2.737,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk2.mp3,Swxz9gzIdtY,12.69,13.42,2.851,1.363,0.488,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk2.mp3,LZ8BJfU-7t8,14.72,15.08,2.928,2.878,0.0,0.05
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk0.mp3,6NQ8FaBC5zI,8.75,9.21,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk1.mp3,6NQ8FaBC5zI,5.92,6.29,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk1.mp3,6NQ8FaBC5zI,17.16,17.46,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk1.mp3,6NQ8FaBC5zI,3.66,4.05,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk2.mp3,6NQ8FaBC5zI,8.05,9.33,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk2.mp3,6NQ8FaBC5zI,8.04,9.32,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk2.mp3,6NQ8FaBC5zI,8.05,9.35,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk2.mp3,6NQ8FaBC5zI,8.05,9.37,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk2.mp3,6NQ8FaBC5zI,8.05,9.39,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk3.mp3,6NQ8FaBC5zI,19.56,20.0,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk3.mp3,6NQ8FaBC5zI,18.44,18.79,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk3.mp3,6NQ8FaBC5zI,0.0,0.28,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk3.mp3,6NQ8FaBC5zI,0.14,0.52,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk3.mp3,6NQ8FaBC5zI,19.43,20.0,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk4.mp3,6NQ8FaBC5zI,9.39,9.69,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk4.mp3,6NQ8FaBC5zI,14.86,15.2,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk4.mp3,LZ8BJfU-7t8,8.09,8.37,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk1.mp3,StR7c5yTZkw,20.23,21.16,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk1.mp3,StR7c5yTZkw,9.39,9.76,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk1.mp3,StR7c5yTZkw,17.33,18.97,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk0.mp3,Swxz9gzIdtY,3.57,4.18,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk1.mp3,Swxz9gzIdtY,0.64,0.98,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk1.mp3,Swxz9gzIdtY,0.37,0.98,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk1.mp3,Swxz9gzIdtY,14.72,15.04,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk1.mp3,Swxz9gzIdtY,6.68,6.99,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk3.mp3,Swxz9gzIdtY,2.83,3.16,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk2.mp3,bRuEg0dmbgI,8.16,8.44,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk2.mp3,bRuEg0dmbgI,13.72,14.01,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk2.mp3,bRuEg0dmbgI,13.94,14.22,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk2.mp3,bRuEg0dmbgI,2.7,3.0,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk3.mp3,bRuEg0dmbgI,16.36,16.68,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk3.mp3,bRuEg0dmbgI,18.17,18.45,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk4.mp3,bRuEg0dmbgI,4.76,5.24,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk4.mp3,bRuEg0dmbgI,4.43,4.75,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk0.mp3,lqWJOJ-kzeQ,0.27,0.6,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk0.mp3,lqWJOJ-kzeQ,19.31,19.98,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk0.mp3,lqWJOJ-kzeQ,9.8,10.08,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk0.mp3,lqWJOJ-kzeQ,0.12,0.41,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk1.mp3,lqWJOJ-kzeQ,8.02,8.36,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk1.mp3,lqWJOJ-kzeQ,8.02,8.98,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk1.mp3,lqWJOJ-kzeQ,7.47,7.75,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk1.mp3,lqWJOJ-kzeQ,7.72,8.3,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk1.mp3,lqWJOJ-kzeQ,4.85,5.14,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk2.mp3,lqWJOJ-kzeQ,6.03,6.31,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk2.mp3,lqWJOJ-kzeQ,8.68,9.01,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk2.mp3,lqWJOJ-kzeQ,13.44,13.78,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk2.mp3,lqWJOJ-kzeQ,5.23,5.87,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk2.mp3,lqWJOJ-kzeQ,1.6,2.42,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk3.mp3,lqWJOJ-kzeQ,3.34,3.68,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk3.mp3,lqWJOJ-kzeQ,7.63,7.91,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk3.mp3,lqWJOJ-kzeQ,2.2,2.83,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk3.mp3,lqWJOJ-kzeQ,17.44,17.83,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk3.mp3,lqWJOJ-kzeQ,10.61,10.9,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk4.mp3,lqWJOJ-kzeQ,17.87,18.33,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[lqWJOJ-kzeQ]_chunk4.mp3,lqWJOJ-kzeQ,19.34,19.93,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk0.mp3,oOjWM7td-gg,9.44,9.94,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk0.mp3,oOjWM7td-gg,16.28,16.84,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk0.mp3,oOjWM7td-gg,18.65,18.93,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk0.mp3,oOjWM7td-gg,1.88,2.33,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk1.mp3,oOjWM7td-gg,10.04,10.4,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk1.mp3,oOjWM7td-gg,5.67,6.4,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk1.mp3,oOjWM7td-gg,1.64,1.99,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk1.mp3,oOjWM7td-gg,10.83,11.18,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk1.mp3,oOjWM7td-gg,0.55,1.05,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk2.mp3,oOjWM7td-gg,5.83,6.49,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk2.mp3,oOjWM7td-gg,10.93,11.56,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk2.mp3,oOjWM7td-gg,5.39,5.94,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk2.mp3,oOjWM7td-gg,10.45,11.0,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk2.mp3,oOjWM7td-gg,11.75,12.05,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk3.mp3,oOjWM7td-gg,3.77,4.14,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk3.mp3,oOjWM7td-gg,15.08,15.36,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk3.mp3,oOjWM7td-gg,15.22,16.55,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk3.mp3,oOjWM7td-gg,15.22,16.57,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk3.mp3,oOjWM7td-gg,15.22,16.59,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk4.mp3,oOjWM7td-gg,18.63,19.08,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk4.mp3,oOjWM7td-gg,17.32,17.6,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk4.mp3,oOjWM7td-gg,18.19,18.56,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[oOjWM7td-gg]_chunk4.mp3,oOjWM7td-gg,2.06,2.86,3.0,3.0,0.0,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk0.mp3,bRuEg0dmbgI,16.43,17.08,3.029,3.0,0.029,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk2.mp3,LZ8BJfU-7t8,9.1,9.65,3.037,3.0,0.0,0.037
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk4.mp3,LZ8BJfU-7t8,9.0,9.3,3.059,3.0,0.059,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk1.mp3,Swxz9gzIdtY,6.12,6.44,3.111,3.0,0.111,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk0.mp3,bRuEg0dmbgI,6.81,7.36,3.129,3.0,0.0,0.129
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk1.mp3,6NQ8FaBC5zI,9.9,11.31,3.143,3.0,0.039,0.104
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk1.mp3,6NQ8FaBC5zI,6.49,6.99,3.143,3.0,0.0,0.143
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk0.mp3,LZ8BJfU-7t8,3.95,4.46,3.143,3.0,0.0,0.143
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk4.mp3,LZ8BJfU-7t8,9.44,10.88,3.148,3.0,0.0,0.148
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk0.mp3,6NQ8FaBC5zI,9.87,11.29,3.15,3.0,0.0,0.15
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk0.mp3,LZ8BJfU-7t8,6.22,7.43,3.176,3.0,0.0,0.176
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk2.mp3,Swxz9gzIdtY,0.84,1.33,3.179,3.0,0.179,0.0
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk2.mp3,LZ8BJfU-7t8,4.91,5.3,3.182,3.0,0.0,0.182
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk3.mp3,Swxz9gzIdtY,2.1,2.38,3.188,3.0,0.0,0.188
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[bRuEg0dmbgI]_chunk0.mp3,bRuEg0dmbgI,2.15,2.7,3.194,3.0,0.0,0.194
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk1.mp3,LZ8BJfU-7t8,18.67,19.48,3.195,3.0,0.122,0.073
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk1.mp3,LZ8BJfU-7t8,13.85,14.95,3.21,3.0,0.0,0.21
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk0.mp3,6NQ8FaBC5zI,17.53,17.87,3.211,3.0,0.0,0.211
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk3.mp3,LZ8BJfU-7t8,8.62,9.17,3.226,3.0,0.065,0.161
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk1.mp3,LZ8BJfU-7t8,2.67,3.25,3.238,3.0,0.0,0.238
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk2.mp3,LZ8BJfU-7t8,7.41,7.86,3.24,3.0,0.0,0.24
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk0.mp3,6NQ8FaBC5zI,14.9,15.18,3.25,3.0,0.0,0.25
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk4.mp3,6NQ8FaBC5zI,3.13,3.63,3.263,3.0,0.0,0.263
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk3.mp3,LZ8BJfU-7t8,9.23,9.69,3.263,3.0,0.0,0.263
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk4.mp3,Swxz9gzIdtY,12.68,13.19,3.276,3.0,0.138,0.138
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk1.mp3,LZ8BJfU-7t8,11.13,11.59,3.286,3.0,0.0,0.286
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk2.mp3,LZ8BJfU-7t8,0.27,0.75,3.296,3.0,0.148,0.148
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk4.mp3,LZ8BJfU-7t8,11.52,12.05,3.3,3.0,0.0,0.3
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk1.mp3,LZ8BJfU-7t8,19.63,19.96,3.312,3.0,0.0,0.312
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk4.mp3,LZ8BJfU-7t8,5.0,5.44,3.32,3.0,0.0,0.32
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[Swxz9gzIdtY]_chunk4.mp3,Swxz9gzIdtY,12.25,12.75,3.393,3.0,0.107,0.286
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk3.mp3,LZ8BJfU-7t8,17.49,17.83,3.421,3.0,0.0,0.421
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk3.mp3,StR7c5yTZkw,10.51,11.32,3.435,3.0,0.174,0.261
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk3.mp3,LZ8BJfU-7t8,18.38,18.79,3.435,3.0,0.0,0.435
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk4.mp3,6NQ8FaBC5zI,17.72,18.08,3.45,3.0,0.0,0.45
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[6NQ8FaBC5zI]_chunk4.mp3,6NQ8FaBC5zI,17.58,17.87,3.5,3.0,0.0,0.5
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[LZ8BJfU-7t8]_chunk3.mp3,LZ8BJfU-7t8,19.66,20.0,3.579,3.0,0.0,0.579
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk3.mp3,StR7c5yTZkw,16.27,17.23,3.625,3.0,0.0,0.625
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk3.mp3,StR7c5yTZkw,21.9,23.04,3.625,3.0,0.0,0.625
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk3.mp3,StR7c5yTZkw,21.9,23.06,3.625,3.0,0.0,0.625
Bhoopali#4,Bhoopali,P G R G,Bhoopali/train_[StR7c5yTZkw]_chunk3.mp3,StR7c5yTZkw,21.9,23.02,3.625,3.0,0.0,0.625
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[UJrKhIEQVM0]_chunk2.mp3,UJrKhIEQVM0,4.0,6.29,0.0,0.0,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[UJrKhIEQVM0]_chunk2.mp3,UJrKhIEQVM0,4.0,12.41,0.0,0.0,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[w94FZZn1WR4]_chunk1.mp3,w94FZZn1WR4,2.86,4.76,0.019,0.0,0.019,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[FbKY_if4s_s]_chunk2.mp3,FbKY_if4s_s,16.53,16.96,0.02,0.02,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[UJrKhIEQVM0]_chunk2.mp3,UJrKhIEQVM0,0.0,0.94,0.021,0.021,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[UJrKhIEQVM0]_chunk4.mp3,UJrKhIEQVM0,10.76,11.31,0.071,0.071,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[9tHmbMWStuM]_chunk1.mp3,9tHmbMWStuM,2.19,2.7,0.073,0.073,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[LJgaxfjQBzc]_chunk3.mp3,LJgaxfjQBzc,23.96,24.39,0.094,0.053,0.042,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[FbKY_if4s_s]_chunk0.mp3,FbKY_if4s_s,27.4,27.95,0.13,0.13,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[UJrKhIEQVM0]_chunk4.mp3,UJrKhIEQVM0,5.85,6.79,0.132,0.079,0.053,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[w94FZZn1WR4]_chunk3.mp3,w94FZZn1WR4,17.23,17.92,0.153,0.153,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[9tHmbMWStuM]_chunk0.mp3,9tHmbMWStuM,12.04,12.82,0.155,0.155,0.0,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[FbKY_if4s_s]_chunk0.mp3,FbKY_if4s_s,27.4,29.28,0.17,0.045,0.125,0.0
DarbariKanada#0,DarbariKanada,S R g R g,DarbariKanada/train_[UJrKhIEQVM0]_chunk3.mp3,UJrKhIEQVM0,9.96,10.42,0.171,0.171,0.0,0.0
