phrase_id,raag,phrase,clip_id,video,t0,t1,cost,pitch_cost,orn_frac,gap_frac
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk0.mp3,GM3CVRpZlNI,16.39,16.91,2.948,2.81,0.0,0.138
Shree#3,Shree,M P N `S `r,Shree/train_[Ub1m8mVxvT0]_chunk2.mp3,Ub1m8mVxvT0,8.07,8.46,2.972,2.972,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk0.mp3,1EcRrZvc52o,10.74,11.09,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk0.mp3,1EcRrZvc52o,11.11,11.48,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk0.mp3,1EcRrZvc52o,11.11,12.41,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk0.mp3,1EcRrZvc52o,9.62,10.06,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk1.mp3,1EcRrZvc52o,14.77,16.2,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk1.mp3,1EcRrZvc52o,14.77,15.82,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk1.mp3,1EcRrZvc52o,5.72,6.29,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk1.mp3,1EcRrZvc52o,14.77,15.91,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk2.mp3,1EcRrZvc52o,5.9,6.47,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk2.mp3,1EcRrZvc52o,5.42,5.78,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk2.mp3,1EcRrZvc52o,5.17,5.56,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk2.mp3,1EcRrZvc52o,12.37,12.76,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk3.mp3,1EcRrZvc52o,17.9,18.35,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk3.mp3,1EcRrZvc52o,3.29,3.68,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk3.mp3,1EcRrZvc52o,18.42,18.77,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk3.mp3,1EcRrZvc52o,18.2,18.56,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk4.mp3,1EcRrZvc52o,0.07,0.62,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk4.mp3,1EcRrZvc52o,3.95,4.36,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[1EcRrZvc52o]_chunk4.mp3,1EcRrZvc52o,14.84,15.38,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk0.mp3,8xKjNTc8MGI,2.13,3.15,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk0.mp3,8xKjNTc8MGI,15.27,15.84,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk1.mp3,8xKjNTc8MGI,6.38,6.76,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk1.mp3,8xKjNTc8MGI,1.33,1.69,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk2.mp3,8xKjNTc8MGI,3.57,4.09,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk2.mp3,8xKjNTc8MGI,1.81,2.31,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk3.mp3,8xKjNTc8MGI,2.93,3.29,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk4.mp3,8xKjNTc8MGI,15.72,16.18,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk4.mp3,8xKjNTc8MGI,18.81,19.22,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk0.mp3,GM3CVRpZlNI,15.52,15.91,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk1.mp3,GM3CVRpZlNI,12.78,13.16,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk1.mp3,GM3CVRpZlNI,10.95,11.48,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk1.mp3,GM3CVRpZlNI,16.27,16.73,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk1.mp3,GM3CVRpZlNI,11.38,11.75,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk2.mp3,GM3CVRpZlNI,6.1,6.51,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk2.mp3,GM3CVRpZlNI,13.07,13.44,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk4.mp3,GM3CVRpZlNI,2.63,3.06,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk4.mp3,GM3CVRpZlNI,10.72,11.18,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk4.mp3,GM3CVRpZlNI,12.43,13.1,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk4.mp3,GM3CVRpZlNI,11.79,12.55,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[GM3CVRpZlNI]_chunk4.mp3,GM3CVRpZlNI,14.45,14.83,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk0.mp3,Nh9dUYUgf8Y,7.84,8.21,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk0.mp3,Nh9dUYUgf8Y,15.22,15.57,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk1.mp3,Nh9dUYUgf8Y,14.9,15.4,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk1.mp3,Nh9dUYUgf8Y,14.9,16.57,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk1.mp3,Nh9dUYUgf8Y,5.32,5.67,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk2.mp3,Nh9dUYUgf8Y,11.48,11.91,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk2.mp3,Nh9dUYUgf8Y,11.48,12.91,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk2.mp3,Nh9dUYUgf8Y,10.84,11.32,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk2.mp3,Nh9dUYUgf8Y,9.55,10.04,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk3.mp3,Nh9dUYUgf8Y,17.24,17.67,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk3.mp3,Nh9dUYUgf8Y,6.95,7.32,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk4.mp3,Nh9dUYUgf8Y,19.41,20.0,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk0.mp3,SCjQC_Bwwdw,3.86,4.28,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk1.mp3,SCjQC_Bwwdw,22.24,22.84,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Ub1m8mVxvT0]_chunk1.mp3,Ub1m8mVxvT0,17.23,18.04,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Ub1m8mVxvT0]_chunk1.mp3,Ub1m8mVxvT0,17.9,18.26,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Ub1m8mVxvT0]_chunk2.mp3,Ub1m8mVxvT0,16.85,17.21,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[Ub1m8mVxvT0]_chunk4.mp3,Ub1m8mVxvT0,12.09,12.52,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk0.mp3,YyJuFUz-kro,0.5,0.89,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk0.mp3,YyJuFUz-kro,13.92,14.42,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk0.mp3,YyJuFUz-kro,19.09,19.82,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk0.mp3,YyJuFUz-kro,4.5,4.85,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk0.mp3,YyJuFUz-kro,3.68,4.04,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk1.mp3,YyJuFUz-kro,8.78,9.78,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk1.mp3,YyJuFUz-kro,11.09,11.96,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk1.mp3,YyJuFUz-kro,12.57,13.26,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk1.mp3,YyJuFUz-kro,13.53,13.88,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk1.mp3,YyJuFUz-kro,8.52,8.87,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk2.mp3,YyJuFUz-kro,2.81,3.16,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk2.mp3,YyJuFUz-kro,3.13,3.89,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk2.mp3,YyJuFUz-kro,9.16,9.53,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk2.mp3,YyJuFUz-kro,8.39,8.82,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk2.mp3,YyJuFUz-kro,6.99,7.47,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk3.mp3,YyJuFUz-kro,2.49,3.24,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk3.mp3,YyJuFUz-kro,1.78,2.42,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk3.mp3,YyJuFUz-kro,2.29,2.65,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk3.mp3,YyJuFUz-kro,13.24,13.6,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk3.mp3,YyJuFUz-kro,12.44,12.8,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[YyJuFUz-kro]_chunk4.mp3,YyJuFUz-kro,15.06,15.45,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk0.mp3,cPwiWDJa9OA,14.31,14.67,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk0.mp3,cPwiWDJa9OA,0.46,0.82,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk0.mp3,cPwiWDJa9OA,0.0,0.46,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk0.mp3,cPwiWDJa9OA,10.33,10.68,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk0.mp3,cPwiWDJa9OA,17.03,17.39,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk1.mp3,cPwiWDJa9OA,3.11,3.64,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk1.mp3,cPwiWDJa9OA,18.06,18.61,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk2.mp3,cPwiWDJa9OA,3.48,3.86,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk2.mp3,cPwiWDJa9OA,18.22,18.58,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk2.mp3,cPwiWDJa9OA,13.88,14.26,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk2.mp3,cPwiWDJa9OA,4.41,4.76,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk3.mp3,cPwiWDJa9OA,5.6,5.96,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk4.mp3,cPwiWDJa9OA,11.4,12.12,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk4.mp3,cPwiWDJa9OA,19.34,19.7,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk4.mp3,cPwiWDJa9OA,7.86,8.28,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk4.mp3,cPwiWDJa9OA,15.82,16.18,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk0.mp3,pj--WoH0bow,13.07,13.48,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk0.mp3,pj--WoH0bow,25.19,25.97,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk0.mp3,pj--WoH0bow,14.99,15.36,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk1.mp3,pj--WoH0bow,9.78,10.49,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk1.mp3,pj--WoH0bow,26.6,27.02,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk1.mp3,pj--WoH0bow,25.03,25.42,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk1.mp3,pj--WoH0bow,9.53,9.9,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk1.mp3,pj--WoH0bow,24.0,24.36,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk2.mp3,pj--WoH0bow,6.17,6.92,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk2.mp3,pj--WoH0bow,17.58,18.15,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk2.mp3,pj--WoH0bow,24.36,24.84,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk2.mp3,pj--WoH0bow,0.71,1.1,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk3.mp3,pj--WoH0bow,6.47,6.9,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk3.mp3,pj--WoH0bow,25.6,25.96,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk3.mp3,pj--WoH0bow,6.29,6.65,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk4.mp3,pj--WoH0bow,9.21,9.58,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk4.mp3,pj--WoH0bow,3.41,3.77,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk4.mp3,pj--WoH0bow,14.33,14.68,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk4.mp3,pj--WoH0bow,1.96,2.31,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[pj--WoH0bow]_chunk4.mp3,pj--WoH0bow,1.96,3.15,3.0,3.0,0.0,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk0.mp3,8xKjNTc8MGI,14.19,14.58,3.045,3.0,0.0,0.045
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk2.mp3,8xKjNTc8MGI,7.82,8.34,3.048,3.0,0.048,0.0
Shree#3,Shree,M P N `S `r,Shree/train_[cPwiWDJa9OA]_chunk4.mp3,cPwiWDJa9OA,0.14,0.5,3.05,3.0,0.0,0.05
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk1.mp3,SCjQC_Bwwdw,3.04,5.58,3.077,3.0,0.0,0.077
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk0.mp3,8xKjNTc8MGI,3.88,4.27,3.091,3.0,0.0,0.091
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk1.mp3,SCjQC_Bwwdw,22.83,23.32,3.1,3.0,0.0,0.1
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk2.mp3,8xKjNTc8MGI,0.0,0.52,3.138,3.0,0.0,0.138
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk0.mp3,SCjQC_Bwwdw,22.77,23.8,3.14,3.0,0.0,0.14
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk2.mp3,8xKjNTc8MGI,12.92,13.39,3.154,3.0,0.0,0.154
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk3.mp3,Nh9dUYUgf8Y,8.48,8.92,3.16,3.0,0.0,0.16
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk1.mp3,SCjQC_Bwwdw,16.23,17.96,3.165,3.0,0.0,0.165
Shree#3,Shree,M P N `S `r,Shree/train_[8xKjNTc8MGI]_chunk0.mp3,8xKjNTc8MGI,16.6,17.78,3.182,3.0,0.0,0.182
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk3.mp3,SCjQC_Bwwdw,6.51,7.72,3.191,3.0,0.0,0.191
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk2.mp3,SCjQC_Bwwdw,1.6,2.68,3.213,3.0,0.098,0.115
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk2.mp3,SCjQC_Bwwdw,14.72,15.36,3.222,3.0,0.0,0.222
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk2.mp3,SCjQC_Bwwdw,0.04,0.55,3.276,3.0,0.0,0.276
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk4.mp3,SCjQC_Bwwdw,15.86,16.41,3.29,3.0,0.0,0.29
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk3.mp3,SCjQC_Bwwdw,5.42,5.88,3.308,3.0,0.038,0.269
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk4.mp3,SCjQC_Bwwdw,5.35,6.03,3.333,3.0,0.0,0.333
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk3.mp3,SCjQC_Bwwdw,16.5,16.91,3.348,3.0,0.0,0.348
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk4.mp3,SCjQC_Bwwdw,19.24,19.64,3.348,3.0,0.0,0.348
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk4.mp3,SCjQC_Bwwdw,4.68,5.1,3.35,3.0,0.0,0.35
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk4.mp3,SCjQC_Bwwdw,23.13,23.73,3.353,3.0,0.029,0.324
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk2.mp3,SCjQC_Bwwdw,0.57,1.16,3.364,3.0,0.0,0.364
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk3.mp3,Nh9dUYUgf8Y,10.97,11.66,3.385,3.0,0.0,0.385
Shree#3,Shree,M P N `S `r,Shree/train_[Nh9dUYUgf8Y]_chunk3.mp3,Nh9dUYUgf8Y,17.83,18.19,3.4,3.0,0.0,0.4
Shree#3,Shree,M P N `S `r,Shree/train_[SCjQC_Bwwdw]_chunk3.mp3,SCjQC_Bwwdw,5.14,5.62,3.444,3.0,0.0,0.444
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk2.mp3,Ub1m8mVxvT0,2.24,2.9,0.0,0.0,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[cPwiWDJa9OA]_chunk1.mp3,cPwiWDJa9OA,19.95,20.73,0.0,0.0,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[cPwiWDJa9OA]_chunk2.mp3,cPwiWDJa9OA,11.32,11.91,0.0,0.0,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[1EcRrZvc52o]_chunk1.mp3,1EcRrZvc52o,18.83,19.66,0.041,0.041,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[1EcRrZvc52o]_chunk0.mp3,1EcRrZvc52o,0.12,1.14,0.059,0.0,0.059,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk1.mp3,Ub1m8mVxvT0,8.36,9.3,0.072,0.072,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk1.mp3,Ub1m8mVxvT0,5.21,6.76,0.101,0.06,0.041,0.0
Shree#4,Shree,`r N d P,Shree/train_[8xKjNTc8MGI]_chunk3.mp3,8xKjNTc8MGI,16.43,17.05,0.286,0.0,0.286,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk3.mp3,Ub1m8mVxvT0,7.24,7.73,0.308,0.022,0.286,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk3.mp3,Ub1m8mVxvT0,4.41,4.91,0.322,0.322,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[cPwiWDJa9OA]_chunk2.mp3,cPwiWDJa9OA,3.79,5.16,0.59,0.044,0.545,0.0
Shree#4,Shree,`r N d P,Shree/train_[Nh9dUYUgf8Y]_chunk1.mp3,Nh9dUYUgf8Y,16.5,16.84,0.594,0.594,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[8xKjNTc8MGI]_chunk3.mp3,8xKjNTc8MGI,17.71,18.13,0.638,0.513,0.125,0.0
Shree#4,Shree,`r N d P,Shree/train_[YyJuFUz-kro]_chunk4.mp3,YyJuFUz-kro,12.85,13.74,0.641,0.061,0.5,0.08
Shree#4,Shree,`r N d P,Shree/train_[YyJuFUz-kro]_chunk4.mp3,YyJuFUz-kro,9.49,9.8,0.681,0.623,0.059,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk3.mp3,Ub1m8mVxvT0,5.97,6.68,0.707,0.528,0.179,0.0
Shree#4,Shree,`r N d P,Shree/train_[8xKjNTc8MGI]_chunk2.mp3,8xKjNTc8MGI,4.48,5.01,0.72,0.487,0.233,0.0
Shree#4,Shree,`r N d P,Shree/train_[YyJuFUz-kro]_chunk4.mp3,YyJuFUz-kro,13.51,13.87,0.83,0.777,0.053,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk0.mp3,Ub1m8mVxvT0,2.12,2.51,0.85,0.85,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk0.mp3,Ub1m8mVxvT0,12.53,12.85,0.955,0.955,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk3.mp3,Ub1m8mVxvT0,3.09,3.57,0.995,0.755,0.24,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk2.mp3,Ub1m8mVxvT0,13.88,14.19,1.064,1.005,0.0,0.059
Shree#4,Shree,`r N d P,Shree/train_[8xKjNTc8MGI]_chunk1.mp3,8xKjNTc8MGI,19.25,19.7,1.183,0.863,0.32,0.0
Shree#4,Shree,`r N d P,Shree/train_[GM3CVRpZlNI]_chunk2.mp3,GM3CVRpZlNI,0.0,0.53,1.2,1.2,0.0,0.0
Shree#4,Shree,`r N d P,Shree/train_[Ub1m8mVxvT0]_chunk3.mp3,Ub1m8mVxvT0,6.45,6.93,1.235,0.955,0.28,0.0
