Cycle_ID,Raag_Name,Notes
13,madhukauns,"S,g,M,P,n"
13,dhani,"S,g,m,P,n"
13,bairagi,"S,r,m,P,n"
13,gunakali,"S,r,m,P,d"
14,bhoopal todi,"S,r,g,P,d"
14,vibhas,"S,r,G,P,d"
14,prateeksha,"S,R,G,P,d"
14,hansadhwani,"S,R,G,P,N"
14,bhoop / deshkar,"S,R,G,P,D"
14,durga,"S,R,m,P,D"
14,megh,"S,R,m,P,n"
14,devashree,"S,R,M,P,n"
14,madhukauns,"S,g,M,P,n"
14,dhani,"S,g,m,P,n"
14,bairagi,"S,r,m,P,n"
14,manoranjani,"S,r,m,P,D"
14,gunakali,"S,r,m,P,d"
15,bhoopal todi,"S,r,g,P,d"
15,vibhas,"S,r,G,P,d"
15,prateeksha,"S,R,G,P,d"
15,hansadhwani,"S,R,G,P,N"
15,bhoop / deshkar,"S,R,G,P,D"
15,durga,"S,R,m,P,D"
15,megh,"S,R,m,P,n"
15,devashree,"S,R,M,P,n"
15,marukauns,"S,G,M,P,n"
15,madhukauns,"S,g,M,P,n"
15,dhani,"S,g,m,P,n"
15,bairagi,"S,r,m,P,n"
15,gunakali,"S,r,m,P,d"
16,vibhas,"S,r,G,P,d"
16,prateeksha,"S,R,G,P,d"
16,hansadhwani,"S,R,G,P,N"
16,bhoop / deshkar,"S,R,G,P,D"
16,shivaranjani,"S,R,g,P,D"
16,durga,"S,R,m,P,D"
16,megh,"S,R,m,P,n"
16,devashree,"S,R,M,P,n"
16,madhukauns,"S,g,M,P,n"
16,dhani,"S,g,m,P,n"
16,bairagi,"S,r,m,P,n"
16,manoranjani,"S,r,m,P,D"
16,gunakali,"S,r,m,P,d"
17,vibhas,"S,r,G,P,d"
17,prateeksha,"S,R,G,P,d"
17,hansadhwani,"S,R,G,P,N"
17,bhoop / deshkar,"S,R,G,P,D"
17,shivaranjani,"S,R,g,P,D"
17,durga,"S,R,m,P,D"
17,megh,"S,R,m,P,n"
17,devashree,"S,R,M,P,n"
17,marukauns,"S,G,M,P,n"
17,madhukauns,"S,g,M,P,n"
17,dhani,"S,g,m,P,n"
17,bairagi,"S,r,m,P,n"
17,gunakali,"S,r,m,P,d"
18,vibhas,"S,r,G,P,d"
18,prateeksha,"S,R,G,P,d"
18,hansadhwani,"S,R,G,P,N"
18,bhoop / deshkar,"S,R,G,P,D"
18,durga,"S,R,m,P,D"
18,megh,"S,R,m,P,n"
18,devashree,"S,R,M,P,n"
18,marukauns,"S,G,M,P,n"
18,madhukauns,"S,g,M,P,n"
18,dhani,"S,g,m,P,n"
18,bairagi,"S,r,m,P,n"
18,manoranjani,"S,r,m,P,D"
18,gunakali,"S,r,m,P,d"
19,malkauns,"S,g,m,d,n"
19,chandrakauns,"S,g,m,d,N"
19,girija,"S,G,m,d,N"
19,bhinna shadja,"S,G,m,D,N"
19,hindol,"S,G,M,D,N"
19,amritavarshini,"S,G,M,P,N"
19,marukauns,"S,G,M,P,n"
19,devashree,"S,R,M,P,n"
19,megh,"S,R,m,P,n"
19,durga,"S,R,m,P,D"
19,manoranjani,"S,r,m,P,D"
19,gunakali,"S,r,m,P,d"
19,bairagi,"S,r,m,P,n"
19,dhani,"S,g,m,P,n"
20,malkauns,"S,g,m,d,n"
20,chandrakauns,"S,g,m,d,N"
20,girija,"S,G,m,d,N"
20,bhinna shadja,"S,G,m,D,N"
20,hindol,"S,G,M,D,N"
20,amritavarshini,"S,G,M,P,N"
20,marukauns,"S,G,M,P,n"
20,madhukauns,"S,g,M,P,n"
20,devashree,"S,R,M,P,n"
20,megh,"S,R,m,P,n"
20,durga,"S,R,m,P,D"
20,manoranjani,"S,r,m,P,D"
20,bairagi,"S,r,m,P,n"
20,dhani,"S,g,m,P,n"
21,bairagi todi,"S,r,g,P,n"
21,bhoopal todi,"S,r,g,P,d"
21,vibhas,"S,r,G,P,d"
21,prateeksha,"S,R,G,P,d"
21,hansadhwani,"S,R,G,P,N"
21,bhoop / deshkar,"S,R,G,P,D"
21,shivaranjani,"S,R,g,P,D"
21,durga,"S,R,m,P,D"
21,megh,"S,R,m,P,n"
21,devashree,"S,R,M,P,n"
21,marukauns,"S,G,M,P,n"
21,madhukauns,"S,g,M,P,n"
21,dhani,"S,g,m,P,n"
21,bairagi,"S,r,m,P,n"
22,bairagi todi,"S,r,g,P,n"
22,bhoopal todi,"S,r,g,P,d"
22,gunakali,"S,r,m,P,d"
22,vibhas,"S,r,G,P,d"
22,prateeksha,"S,R,G,P,d"
22,hansadhwani,"S,R,G,P,N"
22,bhoop / deshkar,"S,R,G,P,D"
22,shivaranjani,"S,R,g,P,D"
22,durga,"S,R,m,P,D"
22,megh,"S,R,m,P,n"
22,devashree,"S,R,M,P,n"
22,madhukauns,"S,g,M,P,n"
22,dhani,"S,g,m,P,n"
22,bairagi,"S,r,m,P,n"
23,bairagi todi,"S,r,g,P,n"
23,bhoopal todi,"S,r,g,P,d"
23,gunakali,"S,r,m,P,d"
23,vibhas,"S,r,G,P,d"
23,prateeksha,"S,R,G,P,d"
23,hansadhwani,"S,R,G,P,N"
23,bhoop / deshkar,"S,R,G,P,D"
23,durga,"S,R,m,P,D"
23,megh,"S,R,m,P,n"
23,devashree,"S,R,M,P,n"
23,marukauns,"S,G,M,P,n"
23,madhukauns,"S,g,M,P,n"
23,dhani,"S,g,m,P,n"
23,bairagi,"S,r,m,P,n"
24,bhoopal todi,"S,r,g,P,d"
24,vibhas,"S,r,G,P,d"
24,prateeksha,"S,R,G,P,d"
24,hansadhwani,"S,R,G,P,N"
24,bhoop / deshkar,"S,R,G,P,D"
24,shivaranjani,"S,R,g,P,D"
24,durga,"S,R,m,P,D"
24,megh,"S,R,m,P,n"
24,devashree,"S,R,M,P,n"
24,madhukauns,"S,g,M,P,n"
24,dhani,"S,g,m,P,n"
24,bairagi,"S,r,m,P,n"
24,manoranjani,"S,r,m,P,D"
24,gunakali,"S,r,m,P,d"
25,bhoopal todi,"S,r,g,P,d"
25,vibhas,"S,r,G,P,d"
25,prateeksha,"S,R,G,P,d"
25,hansadhwani,"S,R,G,P,N"
25,bhoop / deshkar,"S,R,G,P,D"
25,shivaranjani,"S,R,g,P,D"
25,durga,"S,R,m,P,D"
25,megh,"S,R,m,P,n"
25,devashree,"S,R,M,P,n"
25,marukauns,"S,G,M,P,n"
25,madhukauns,"S,g,M,P,n"
25,dhani,"S,g,m,P,n"
25,bairagi,"S,r,m,P,n"
25,gunakali,"S,r,m,P,d"
26,bhoopal todi,"S,r,g,P,d"
26,vibhas,"S,r,G,P,d"
26,prateeksha,"S,R,G,P,d"
26,hansadhwani,"S,R,G,P,N"
26,bhoop / deshkar,"S,R,G,P,D"
26,durga,"S,R,m,P,D"
26,megh,"S,R,m,P,n"
26,devashree,"S,R,M,P,n"
26,marukauns,"S,G,M,P,n"
26,madhukauns,"S,g,M,P,n"
26,dhani,"S,g,m,P,n"
26,bairagi,"S,r,m,P,n"
26,manoranjani,"S,r,m,P,D"
26,gunakali,"S,r,m,P,d"
27,vibhas,"S,r,G,P,d"
27,prateeksha,"S,R,G,P,d"
27,hansadhwani,"S,R,G,P,N"
27,bhoop / deshkar,"S,R,G,P,D"
27,shivaranjani,"S,R,g,P,D"
27,durga,"S,R,m,P,D"
27,megh,"S,R,m,P,n"
27,devashree,"S,R,M,P,n"
27,marukauns,"S,G,M,P,n"
27,madhukauns,"S,g,M,P,n"
27,dhani,"S,g,m,P,n"
27,bairagi,"S,r,m,P,n"
27,manoranjani,"S,r,m,P,D"
27,gunakali,"S,r,m,P,d"
28,malkauns,"S,g,m,d,n"
28,chandrakauns,"S,g,m,d,N"
28,girija,"S,G,m,d,N"
28,bhinna shadja,"S,G,m,D,N"
28,hindol,"S,G,M,D,N"
28,amritavarshini,"S,G,M,P,N"
28,marukauns,"S,G,M,P,n"
28,madhukauns,"S,g,M,P,n"
28,devashree,"S,R,M,P,n"
28,megh,"S,R,m,P,n"
28,durga,"S,R,m,P,D"
28,manoranjani,"S,r,m,P,D"
28,gunakali,"S,r,m,P,d"
28,bairagi,"S,r,m,P,n"
28,dhani,"S,g,m,P,n"
29,bairagi todi,"S,r,g,P,n"
29,bhoopal todi,"S,r,g,P,d"
29,gunakali,"S,r,m,P,d"
29,vibhas,"S,r,G,P,d"
29,prateeksha,"S,R,G,P,d"
29,hansadhwani,"S,R,G,P,N"
29,bhoop / deshkar,"S,R,G,P,D"
29,shivaranjani,"S,R,g,P,D"
29,durga,"S,R,m,P,D"
29,megh,"S,R,m,P,n"
29,devashree,"S,R,M,P,n"
29,marukauns,"S,G,M,P,n"
29,madhukauns,"S,g,M,P,n"
29,dhani,"S,g,m,P,n"
29,bairagi,"S,r,m,P,n"
30,bhoopal todi,"S,r,g,P,d"
30,vibhas,"S,r,G,P,d"
30,prateeksha,"S,R,G,P,d"
30,hansadhwani,"S,R,G,P,N"
30,bhoop / deshkar,"S,R,G,P,D"
30,shivaranjani,"S,R,g,P,D"
30,durga,"S,R,m,P,D"
30,megh,"S,R,m,P,n"
30,devashree,"S,R,M,P,n"
30,marukauns,"S,G,M,P,n"
30,madhukauns,"S,g,M,P,n"
30,dhani,"S,g,m,P,n"
30,bairagi,"S,r,m,P,n"
30,manoranjani,"S,r,m,P,D"
30,gunakali,"S,r,m,P,d"
31,malkauns,"S,g,m,d,n"
31,chandrakauns,"S,g,m,d,N"
31,girija,"S,G,m,d,N"
31,bhinna shadja,"S,G,m,D,N"
31,hindol,"S,G,M,D,N"
31,amritavarshini,"S,G,M,P,N"
31,marukauns,"S,G,M,P,n"
31,devashree,"S,R,M,P,n"
31,megh,"S,R,m,P,n"
31,durga,"S,R,m,P,D"
31,bhoop / deshkar,"S,R,G,P,D"
31,prateeksha,"S,R,G,P,d"
31,vibhas,"S,r,G,P,d"
31,gunakali,"S,r,m,P,d"
31,bairagi,"S,r,m,P,n"
31,dhani,"S,g,m,P,n"
32,malkauns,"S,g,m,d,n"
32,chandrakauns,"S,g,m,d,N"
32,girija,"S,G,m,d,N"
32,bhinna shadja,"S,G,m,D,N"
32,hindol,"S,G,M,D,N"
32,amritavarshini,"S,G,M,P,N"
32,marukauns,"S,G,M,P,n"
32,devashree,"S,R,M,P,n"
32,megh,"S,R,m,P,n"
32,durga,"S,R,m,P,D"
32,manoranjani,"S,r,m,P,D"
32,gunakali,"S,r,m,P,d"
32,bhoopal todi,"S,r,g,P,d"
32,bairagi todi,"S,r,g,P,n"
32,bairagi,"S,r,m,P,n"
32,dhani,"S,g,m,P,n"
33,malkauns,"S,g,m,d,n"
33,chandrakauns,"S,g,m,d,N"
33,girija,"S,G,m,d,N"
33,bhinna shadja,"S,G,m,D,N"
33,hindol,"S,G,M,D,N"
33,amritavarshini,"S,G,M,P,N"
33,marukauns,"S,G,M,P,n"
33,devashree,"S,R,M,P,n"
33,megh,"S,R,m,P,n"
33,durga,"S,R,m,P,D"
33,shivaranjani,"S,R,g,P,D"
33,bhoop / deshkar,"S,R,G,P,D"
33,prateeksha,"S,R,G,P,d"
33,vibhas,"S,r,G,P,d"
33,gunakali,"S,r,m,P,d"
33,bairagi,"S,r,m,P,n"
33,dhani,"S,g,m,P,n"
34,malkauns,"S,g,m,d,n"
34,chandrakauns,"S,g,m,d,N"
34,girija,"S,G,m,d,N"
34,bhinna shadja,"S,G,m,D,N"
34,hindol,"S,G,M,D,N"
34,amritavarshini,"S,G,M,P,N"
34,marukauns,"S,G,M,P,n"
34,devashree,"S,R,M,P,n"
34,megh,"S,R,m,P,n"
34,durga,"S,R,m,P,D"
34,bhoop / deshkar,"S,R,G,P,D"
34,prateeksha,"S,R,G,P,d"
34,vibhas,"S,r,G,P,d"
34,bhoopal todi,"S,r,g,P,d"
34,bairagi todi,"S,r,g,P,n"
34,bairagi,"S,r,m,P,n"
34,dhani,"S,g,m,P,n"
35,malkauns,"S,g,m,d,n"
35,chandrakauns,"S,g,m,d,N"
35,girija,"S,G,m,d,N"
35,bhinna shadja,"S,G,m,D,N"
35,hindol,"S,G,M,D,N"
35,amritavarshini,"S,G,M,P,N"
35,marukauns,"S,G,M,P,n"
35,devashree,"S,R,M,P,n"
35,megh,"S,R,m,P,n"
35,durga,"S,R,m,P,D"
35,bhoop / deshkar,"S,R,G,P,D"
35,prateeksha,"S,R,G,P,d"
35,vibhas,"S,r,G,P,d"
35,bhoopal todi,"S,r,g,P,d"
35,gunakali,"S,r,m,P,d"
35,bairagi,"S,r,m,P,n"
35,dhani,"S,g,m,P,n"
36,malkauns,"S,g,m,d,n"
36,chandrakauns,"S,g,m,d,N"
36,girija,"S,G,m,d,N"
36,bhinna shadja,"S,G,m,D,N"
36,hindol,"S,G,M,D,N"
36,amritavarshini,"S,G,M,P,N"
36,marukauns,"S,G,M,P,n"
36,devashree,"S,R,M,P,n"
36,megh,"S,R,m,P,n"
36,durga,"S,R,m,P,D"
36,bhoop / deshkar,"S,R,G,P,D"
36,prateeksha,"S,R,G,P,d"
36,vibhas,"S,r,G,P,d"
36,gunakali,"S,r,m,P,d"
36,manoranjani,"S,r,m,P,D"
36,bairagi,"S,r,m,P,n"
36,dhani,"S,g,m,P,n"
37,malkauns,"S,g,m,d,n"
37,chandrakauns,"S,g,m,d,N"
37,girija,"S,G,m,d,N"
37,bhinna shadja,"S,G,m,D,N"
37,hindol,"S,G,M,D,N"
37,amritavarshini,"S,G,M,P,N"
37,marukauns,"S,G,M,P,n"
37,devashree,"S,R,M,P,n"
37,megh,"S,R,m,P,n"
37,durga,"S,R,m,P,D"
37,bhoop / deshkar,"S,R,G,P,D"
37,hansadhwani,"S,R,G,P,N"
37,prateeksha,"S,R,G,P,d"
37,vibhas,"S,r,G,P,d"
37,gunakali,"S,r,m,P,d"
37,bairagi,"S,r,m,P,n"
37,dhani,"S,g,m,P,n"
38,malkauns,"S,g,m,d,n"
38,chandrakauns,"S,g,m,d,N"
38,girija,"S,G,m,d,N"
38,bhinna shadja,"S,G,m,D,N"
38,hindol,"S,G,M,D,N"
38,amritavarshini,"S,G,M,P,N"
38,marukauns,"S,G,M,P,n"
38,devashree,"S,R,M,P,n"
38,megh,"S,R,m,P,n"
38,durga,"S,R,m,P,D"
38,manoranjani,"S,r,m,P,D"
38,gunakali,"S,r,m,P,d"
38,vibhas,"S,r,G,P,d"
38,bhoopal todi,"S,r,g,P,d"
38,bairagi todi,"S,r,g,P,n"
38,bairagi,"S,r,m,P,n"
38,dhani,"S,g,m,P,n"
39,malkauns,"S,g,m,d,n"
39,chandrakauns,"S,g,m,d,N"
39,girija,"S,G,m,d,N"
39,bhinna shadja,"S,G,m,D,N"
39,hindol,"S,G,M,D,N"
39,amritavarshini,"S,G,M,P,N"
39,marukauns,"S,G,M,P,n"
39,madhukauns,"S,g,M,P,n"
39,devashree,"S,R,M,P,n"
39,megh,"S,R,m,P,n"
39,durga,"S,R,m,P,D"
39,bhoop / deshkar,"S,R,G,P,D"
39,prateeksha,"S,R,G,P,d"
39,vibhas,"S,r,G,P,d"
39,gunakali,"S,r,m,P,d"
39,bairagi,"S,r,m,P,n"
39,dhani,"S,g,m,P,n"
40,malkauns,"S,g,m,d,n"
40,chandrakauns,"S,g,m,d,N"
40,girija,"S,G,m,d,N"
40,bhinna shadja,"S,G,m,D,N"
40,hindol,"S,G,M,D,N"
40,amritavarshini,"S,G,M,P,N"
40,marukauns,"S,G,M,P,n"
40,madhukauns,"S,g,M,P,n"
40,devashree,"S,R,M,P,n"
40,megh,"S,R,m,P,n"
40,durga,"S,R,m,P,D"
40,manoranjani,"S,r,m,P,D"
40,gunakali,"S,r,m,P,d"
40,bhoopal todi,"S,r,g,P,d"
40,bairagi todi,"S,r,g,P,n"
40,bairagi,"S,r,m,P,n"
40,dhani,"S,g,m,P,n"
41,malkauns,"S,g,m,d,n"
41,chandrakauns,"S,g,m,d,N"
41,girija,"S,G,m,d,N"
41,bhinna shadja,"S,G,m,D,N"
41,hindol,"S,G,M,D,N"
41,amritavarshini,"S,G,M,P,N"
41,marukauns,"S,G,M,P,n"
41,devashree,"S,R,M,P,n"
41,megh,"S,R,m,P,n"
41,durga,"S,R,m,P,D"
41,shivaranjani,"S,R,g,P,D"
41,bhoop / deshkar,"S,R,G,P,D"
41,prateeksha,"S,R,G,P,d"
41,vibhas,"S,r,G,P,d"
41,bhoopal todi,"S,r,g,P,d"
41,bairagi todi,"S,r,g,P,n"
41,bairagi,"S,r,m,P,n"
41,dhani,"S,g,m,P,n"
42,malkauns,"S,g,m,d,n"
42,chandrakauns,"S,g,m,d,N"
42,girija,"S,G,m,d,N"
42,bhinna shadja,"S,G,m,D,N"
42,hindol,"S,G,M,D,N"
42,amritavarshini,"S,G,M,P,N"
42,marukauns,"S,G,M,P,n"
42,devashree,"S,R,M,P,n"
42,megh,"S,R,m,P,n"
42,durga,"S,R,m,P,D"
42,shivaranjani,"S,R,g,P,D"
42,bhoop / deshkar,"S,R,G,P,D"
42,prateeksha,"S,R,G,P,d"
42,vibhas,"S,r,G,P,d"
42,bhoopal todi,"S,r,g,P,d"
42,gunakali,"S,r,m,P,d"
42,bairagi,"S,r,m,P,n"
42,dhani,"S,g,m,P,n"
43,malkauns,"S,g,m,d,n"
43,chandrakauns,"S,g,m,d,N"
43,girija,"S,G,m,d,N"
43,bhinna shadja,"S,G,m,D,N"
43,hindol,"S,G,M,D,N"
43,amritavarshini,"S,G,M,P,N"
43,marukauns,"S,G,M,P,n"
43,devashree,"S,R,M,P,n"
43,megh,"S,R,m,P,n"
43,durga,"S,R,m,P,D"
43,shivaranjani,"S,R,g,P,D"
43,bhoop / deshkar,"S,R,G,P,D"
43,prateeksha,"S,R,G,P,d"
43,vibhas,"S,r,G,P,d"
43,gunakali,"S,r,m,P,d"
43,manoranjani,"S,r,m,P,D"
43,bairagi,"S,r,m,P,n"
43,dhani,"S,g,m,P,n"
44,malkauns,"S,g,m,d,n"
44,chandrakauns,"S,g,m,d,N"
44,girija,"S,G,m,d,N"
44,bhinna shadja,"S,G,m,D,N"
44,hindol,"S,G,M,D,N"
44,amritavarshini,"S,G,M,P,N"
44,marukauns,"S,G,M,P,n"
44,devashree,"S,R,M,P,n"
44,megh,"S,R,m,P,n"
44,durga,"S,R,m,P,D"
44,shivaranjani,"S,R,g,P,D"
44,bhoop / deshkar,"S,R,G,P,D"
44,hansadhwani,"S,R,G,P,N"
44,prateeksha,"S,R,G,P,d"
44,vibhas,"S,r,G,P,d"
44,gunakali,"S,r,m,P,d"
44,bairagi,"S,r,m,P,n"
44,dhani,"S,g,m,P,n"
45,malkauns,"S,g,m,d,n"
45,chandrakauns,"S,g,m,d,N"
45,girija,"S,G,m,d,N"
45,bhinna shadja,"S,G,m,D,N"
45,hindol,"S,G,M,D,N"
45,amritavarshini,"S,G,M,P,N"
45,marukauns,"S,G,M,P,n"
45,devashree,"S,R,M,P,n"
45,megh,"S,R,m,P,n"
45,durga,"S,R,m,P,D"
45,bhoop / deshkar,"S,R,G,P,D"
45,prateeksha,"S,R,G,P,d"
45,vibhas,"S,r,G,P,d"
45,bhoopal todi,"S,r,g,P,d"
45,gunakali,"S,r,m,P,d"
45,manoranjani,"S,r,m,P,D"
45,bairagi,"S,r,m,P,n"
45,dhani,"S,g,m,P,n"
46,malkauns,"S,g,m,d,n"
46,chandrakauns,"S,g,m,d,N"
46,girija,"S,G,m,d,N"
46,bhinna shadja,"S,G,m,D,N"
46,hindol,"S,G,M,D,N"
46,amritavarshini,"S,G,M,P,N"
46,marukauns,"S,G,M,P,n"
46,devashree,"S,R,M,P,n"
46,megh,"S,R,m,P,n"
46,durga,"S,R,m,P,D"
46,bhoop / deshkar,"S,R,G,P,D"
46,prateeksha,"S,R,G,P,d"
46,vibhas,"S,r,G,P,d"
46,gunakali,"S,r,m,P,d"
46,bhoopal todi,"S,r,g,P,d"
46,bairagi todi,"S,r,g,P,n"
46,bairagi,"S,r,m,P,n"
46,dhani,"S,g,m,P,n"
47,malkauns,"S,g,m,d,n"
47,chandrakauns,"S,g,m,d,N"
47,girija,"S,G,m,d,N"
47,bhinna shadja,"S,G,m,D,N"
47,hindol,"S,G,M,D,N"
47,amritavarshini,"S,G,M,P,N"
47,marukauns,"S,G,M,P,n"
47,devashree,"S,R,M,P,n"
47,megh,"S,R,m,P,n"
47,durga,"S,R,m,P,D"
47,bhoop / deshkar,"S,R,G,P,D"
47,hansadhwani,"S,R,G,P,N"
47,prateeksha,"S,R,G,P,d"
47,vibhas,"S,r,G,P,d"
47,bhoopal todi,"S,r,g,P,d"
47,bairagi todi,"S,r,g,P,n"
47,bairagi,"S,r,m,P,n"
47,dhani,"S,g,m,P,n"
48,malkauns,"S,g,m,d,n"
48,chandrakauns,"S,g,m,d,N"
48,girija,"S,G,m,d,N"
48,bhinna shadja,"S,G,m,D,N"
48,hindol,"S,G,M,D,N"
48,amritavarshini,"S,G,M,P,N"
48,marukauns,"S,G,M,P,n"
48,devashree,"S,R,M,P,n"
48,megh,"S,R,m,P,n"
48,durga,"S,R,m,P,D"
48,bhoop / deshkar,"S,R,G,P,D"
48,hansadhwani,"S,R,G,P,N"
48,prateeksha,"S,R,G,P,d"
48,vibhas,"S,r,G,P,d"
48,bhoopal todi,"S,r,g,P,d"
48,gunakali,"S,r,m,P,d"
48,bairagi,"S,r,m,P,n"
48,dhani,"S,g,m,P,n"
49,malkauns,"S,g,m,d,n"
49,chandrakauns,"S,g,m,d,N"
49,girija,"S,G,m,d,N"
49,bhinna shadja,"S,G,m,D,N"
49,hindol,"S,G,M,D,N"
49,amritavarshini,"S,G,M,P,N"
49,marukauns,"S,G,M,P,n"
49,devashree,"S,R,M,P,n"
49,megh,"S,R,m,P,n"
49,durga,"S,R,m,P,D"
49,bhoop / deshkar,"S,R,G,P,D"
49,hansadhwani,"S,R,G,P,N"
49,prateeksha,"S,R,G,P,d"
49,vibhas,"S,r,G,P,d"
49,gunakali,"S,r,m,P,d"
49,manoranjani,"S,r,m,P,D"
49,bairagi,"S,r,m,P,n"
49,dhani,"S,g,m,P,n"
